Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM strict
63,649,900,2,75,1465,664,1061
506,640,893,27,1123,16,1563,1057
1,601,539,729,1124,24,1011,1041
378,579,35,45,1125,34,958,1037
377,546,538,1476,4,53,379,1015
376,504,725,1222,73,81,1536,1212
375,346,885,1281,71,95,598,17
2,1,882,1335,80,110,408,1210
372,3,905,1375,3,119,1198,1025
371,679,699,701,6,124,573,1054
507,650,695,1518,15,152,100,1045
379,641,742,31,8,171,784,1044
377,602,693,464,1128,172,667,1019
376,580,86,1660,1308,178,222,1031
1,547,934,900,1311,198,504,1022
373,505,929,651,1313,233,651,1018
740,347,927,462,1314,302,393,9
593,2,923,250,1142,348,634,1109
592,1,816,160,1211,349,308,1107
606,2,809,531,1114,589,95,1084
605,680,215,820,1115,789,301,1080
641,651,220,756,1116,790,552,1162
640,642,221,1329,13,821,1172,1156
484,603,607,18,130,823,605,875
483,581,189,1326,17,824,393,494
283,548,206,1503,29,825,1942,957
482,506,201,1249,1129,826,27,25
19,348,194,1308,146,865,2161,18
637,3,186,1362,3,866,1971,44
636,2,183,728,18,873,990,79
245,1,296,1545,5,874,1463,244
244,1,235,4,1202,875,779,131
367,349,20,437,786,1689,896,4
633,4,155,54,787,16,1833,35
632,659,388,927,31,26,1059,26
631,647,16,678,34,38,2214,677
629,612,8,435,118,43,1956,325
20,281,261,223,1205,55,929,335
695,476,1048,187,1,66,1871,332
269,683,25,504,37,79,1658,323
159,660,68,847,1278,124,1864,250
674,648,81,931,1131,138,1233,231
673,641,26,2,1160,139,1478,22
626,369,4,9,83,153,1576,685
625,351,43,10,100,170,1017,812
624,1,6,3,80,192,469,42
182,684,127,4,94,274,29,12
672,661,174,1175,78,312,350,3
623,642,169,1610,89,343,226,1
406,370,533,1162,76,425,760,13
36,352,541,2,87,429,1336,406
616,2,287,22,74,618,956,425
594,1,100,3,1013,635,1345,978
593,113,17,4,63,636,322,992
607,3,314,3,33,664,414,228
606,2,142,1119,58,719,1483,10
1,1,181,1291,46,886,369,38
273,114,225,66,45,887,1052,156
2,4,81,45,1236,904,1114,184
3,3,281,14,7,1373,1249,36
1,2,522,1984,1251,1374,174,17
485,1,53,1447,199,1375,794,16
484,5,48,1465,198,1376,1286,459
284,4,41,5,196,1377,1638,21
483,3,34,1,195,1378,736,6
18,2,25,1115,194,12,1161,1
714,1,603,1287,133,36,691,887
709,6,193,1019,14,59,427,482
708,5,210,1017,26,142,291,969
707,4,205,1020,1126,183,651,13
706,3,198,1016,149,195,936,6
638,2,190,1382,21,220,272,32
637,1,187,1374,2,276,937,67
246,4,300,18,1199,314,927,232
245,3,231,1443,28,334,472,119
368,2,24,1461,31,343,964,16
634,1,159,1086,121,760,48,23
203,5,20,36,1202,761,2029,14
633,4,12,44,2,770,298,665
632,3,265,36,34,1006,681,238
630,2,1044,400,1275,1009,1591,219
297,1,21,532,1128,1011,884,10
19,686,64,195,1157,1012,847,673
505,685,77,54,86,1013,308,824
696,684,30,15,103,1024,1611,30
270,639,47,100,83,1163,1273,26
158,638,2,20,97,1290,106,9
675,637,123,10,81,1291,1680,13
674,636,529,11,92,1292,1400,25
627,9,537,35,79,1532,598,990
626,8,283,34,90,1533,559,1004
625,7,104,541,77,1534,2151,216
183,669,21,1491,1010,1535,2274,2
673,572,310,8,66,1536,178,144
624,10,138,1477,30,1537,2159,172
407,1,185,4,75,1686,1799,24
37,569,229,1423,61,13,1922,29
288,568,85,1,49,18,2222,4
595,567,435,2,48,32,352,9
594,566,277,9,1233,44,1275,6
608,565,518,10,10,70,288,11
607,564,29,11,197,201,1796,437
274,563,601,3,135,217,796,874
1,562,195,1,24,246,1563,956
2,12,212,874,1124,262,728,26
2,1,207,2,151,271,521,19
486,570,200,3,1197,307,550,45
485,569,192,127,26,316,865,80
285,568,189,1565,29,335,1706,245
484,567,302,1670,123,365,1308,132
17,566,229,12,1200,366,477,3
715,565,26,5,4,378,740,36
710,564,161,6,32,391,1664,27
709,563,92,6,1273,421,1591,678
708,13,382,1,1126,460,409,251
707,34,22,3,1155,461,221,232
639,14,14,94,88,529,1270,23
638,2,267,2,105,711,1607,254
247,1,1042,74,85,715,1003,686
246,15,19,366,99,796,396,811
369,3,62,130,83,817,1415,43
635,2,75,1562,94,822,2256,39
634,16,49,1667,81,901,1858,460
633,4,32,9,92,1110,73,12
631,3,121,2,79,1169,1290,977
298,2,527,9,1008,1170,2214,991
18,17,535,3,68,1172,2141,229
729,5,281,2,63,11,141,11
728,4,106,6,54,28,329,157
727,2,23,97,51,33,1820,185
726,654,308,5,50,46,2157,37
191,571,136,132,1231,67,125,16
538,527,187,3,23,74,458,17
362,526,231,121,12,96,799,22
506,525,1300,133,1246,116,726,4
697,513,516,128,199,128,1274,7
271,338,384,124,4,162,1086,307
157,164,385,33,5,185,405,546
676,169,31,1999,1628,203,1363,552
675,170,18,1985,31,230,1248,10
628,171,13,1931,30,251,1011,12
627,410,7,2008,28,263,800,13
626,6,165,125,25,268,742,3
184,1,155,35,23,281,697,2
674,411,990,64,1097,330,1340,115
176,7,131,84,1,529,772,13
177,2,127,69,2,1023,1007,12
178,1,121,195,4,1024,770,15
625,118,438,201,5,1026,138,1190
408,117,435,7,6,1027,208,1174
38,2,434,140,7,1028,462,1192
179,1,430,155,8,1036,858,1109
289,1,424,21,9,1037,897,1146
596,2,421,1665,10,1038,568,1157
595,30,449,151,11,1039,452,1089
609,677,443,154,12,1040,1049,1105
608,676,437,1762,13,1408,190,1074
1,663,433,1664,14,7,283,1128
3,660,431,1669,15,13,1717,1081
487,659,112,1673,16,18,1529,11
486,655,428,1764,17,46,38,1071
286,605,425,202,18,75,1806,1057
485,591,417,188,19,86,1691,1154
16,589,478,134,20,93,1454,1170
640,583,27,211,6,118,357,152
639,582,28,13,2,132,1423,151
248,581,113,1,32,189,478,23
247,580,118,54,31,239,1199,25
370,579,124,1672,29,298,299,26
636,578,34,33,26,322,1391,10
635,577,24,1,24,366,1107,11
634,576,4,405,1,415,119,1
632,575,10,1,3,421,1160,2
17,574,307,10,4,422,928,1203
507,573,304,1373,5,490,477,1187
698,435,303,1802,6,572,1050,1205
272,409,299,1367,7,573,967,1122
156,408,293,49,8,895,1183,1159
677,344,290,52,9,925,318,1170
676,317,318,1864,10,926,921,1102
629,4,312,1866,11,987,693,1118
628,30,306,100,12,1177,1075,1087
627,31,302,86,13,1178,960,1141
185,41,300,32,14,1180,723,1094
675,42,19,109,15,1199,1088,2
409,43,297,1,16,1458,1171,1084
39,49,327,6,46,1682,1444,1110
619,50,152,247,45,7,564,86
597,5,153,46,44,16,843,245
596,4,294,461,17,23,449,1070
610,4,286,439,18,39,710,1167
609,3,347,1374,19,49,694,1183
4,5,109,201,33,150,1580,22
488,4,114,1,32,228,768,24
487,664,120,1,30,261,428,25
287,663,38,3,27,307,1312,9
486,607,28,2,25,340,340,10
15,593,6,4,2,361,544,3
179,592,311,1,3,471,946,1202
641,591,308,1839,4,505,1544,1186
640,590,307,3,5,561,41,1204
249,525,303,2,6,562,898,1121
248,524,297,6,7,613,537,1158
371,523,294,4,8,757,1826,1169
637,522,322,59,9,876,979,1101
636,442,316,57,10,1119,278,1117
635,418,310,100,11,1290,714,1086
633,39,306,23,12,1307,102,1140
16,40,304,5,13,1308,380,1093
593,41,15,24,14,1309,686,1
508,42,301,28,15,1385,153,1083
699,608,331,6,47,1389,1312,1109
273,607,148,55,46,1518,45,85
155,606,298,8,16,1530,332,1069
678,605,290,60,17,1618,818,1166
677,604,351,1906,18,1620,950,1182
630,600,103,1892,35,1680,835,25
629,596,108,1838,34,27,598,27
628,1612,114,4,32,32,905,28
186,660,44,1,29,69,48,12
676,659,34,7,27,103,409,13
627,637,317,3,1,132,880,1205
410,636,314,851,2,147,698,1189
40,609,313,1,3,164,1403,1207
586,597,309,4,4,221,1996,1124
585,590,303,5,5,251,45,1161
620,589,300,196,6,346,1362,1172
581,444,328,296,7,535,496,1104
580,250,322,2,8,536,313,1120
579,2,316,6,9,840,316,1089
564,1,312,248,10,847,1006,1143
565,610,310,314,11,932,84,1096
713,616,9,4,12,1292,3,4
712,615,307,1,13,1293,2013,1086
711,614,337,5,49,1294,1626,1112
710,613,142,9,48,1295,1835,88
727,612,143,10,47,1296,1544,247
6,611,304,247,14,1297,754,1072
884,2,296,3,15,1298,214,1169
346,1,357,1424,16,1299,91,1185
1,612,420,1391,36,1300,801,1180
3,611,425,595,35,1367,49,1178
608,3,431,30,33,1368,264,1177
97,2,273,1,30,1370,236,1193
708,1,283,122,28,1371,430,1192
707,613,3,47,1,1372,1798,16
672,4,4,29,2,14,28,2
728,3,8,8,3,57,1762,81
670,2,14,121,4,60,194,44
669,1,17,46,5,71,2034,33
668,3,11,16,6,79,1325,101
2,614,5,2,7,89,1810,85
609,5,1,7,8,95,1883,116
98,4,5,9,9,136,1017,62
709,3,7,24,10,148,622,109
708,2,326,8,11,153,437,1201
673,1,10,6,12,155,48,119
729,615,20,697,50,239,756,93
671,614,459,95,49,269,643,1117
670,6,460,342,48,279,82,958
669,5,13,404,13,305,35,133
559,4,21,414,14,713,1509,36
1,3,40,415,15,764,1531,20
329,2,417,1383,37,766,1884,1164
718,1,422,102,36,769,307,1162
717,614,428,2,34,770,814,1161
716,602,270,1,31,772,253,1177
715,601,280,2,29,1001,254,1176
411,600,1,1238,1,1008,705,18
674,599,5,1217,2,1009,767,65
683,597,11,1,3,1010,1653,28
634,596,14,2,4,1011,417,17
672,595,14,1,5,1117,2070,85
671,13,8,1,6,1125,800,69
670,1,2,3,7,1458,2096,100
751,1516,2,2,8,10,1296,46
406,535,4,1,9,162,261,93
391,534,323,2,10,355,560,1185
390,533,7,5,11,360,316,103
389,532,23,1697,51,392,510,77
388,1,456,1714,50,440,1152,1101
153,719,457,1,49,441,821,942
654,718,10,3,12,737,212,117
653,717,18,6,13,740,55,20
448,716,466,8,47,777,113,788
152,715,43,2,14,815,1154,4
652,691,416,281,38,1018,404,1182
651,646,421,2,37,1137,1091,1180
591,645,427,1,35,1138,1755,1179
361,595,269,3,32,1298,1050,1195
10,594,279,3,30,1360,45,1194
9,593,4,1,1,1361,1164,83
283,315,10,2,2,1397,138,46
8,228,13,4,3,1512,1177,35
7,112,15,5,4,1513,1977,103
11,73,9,85,5,1514,246,87
495,832,3,48,6,1657,769,118
494,537,1,1440,7,1658,1125,64
294,2,3,279,8,1660,687,111
493,5,322,3,9,1672,664,1203
611,307,6,1,10,1673,41,121
32,4,24,5,52,1674,1046,95
648,3,455,1,51,1675,73,1119
647,2,9,4,11,1676,953,135
265,1,17,2,12,21,86,38
644,722,465,7,48,23,886,806
643,721,44,83,13,117,845,22
154,636,412,50,39,159,322,1099
307,318,417,1438,38,184,34,1097
738,76,423,282,36,231,1351,1096
737,3,265,4,33,237,705,1112
736,723,275,2,31,256,1710,1111
735,722,6,2,1,267,591,37
385,319,9,1,2,303,1617,48
384,77,19,5,3,325,578,20
599,47,13,4,4,357,222,4
598,46,7,33,5,413,1994,35
597,45,3,86,6,441,1509,19
596,44,437,47,332,981,986,121
397,43,429,1441,333,982,630,85
637,4,419,278,335,991,646,73
636,1,406,6,336,1225,1005,72
635,5,1,2,7,1226,114,28
634,2,318,5,8,1227,912,1120
341,1,2,1,9,1228,127,38
298,1,28,8,53,1229,927,12
689,700,451,29,52,1593,1289,1036
39,606,5,82,10,1594,804,52
594,605,13,76,11,1595,891,45
238,604,376,51,338,1596,281,40
427,2,373,1437,339,1597,75,59
437,1,461,284,49,1598,359,723
627,713,48,4,12,1599,1119,61
434,696,647,1,68,10,93,676
1,613,406,7,40,24,1132,1136
570,608,411,2,39,33,1932,1134
569,606,417,35,37,36,284,1133
56,600,259,88,34,56,201,1149
558,552,269,108,32,59,11,1148
627,550,3,112,1,72,620,11
571,549,25,115,2,81,887,57
570,541,19,117,3,88,945,41
57,384,13,124,4,93,1628,72
559,275,9,45,5,102,724,18
628,10,7,1443,6,129,1080,65
563,11,312,280,7,181,760,1157
409,714,4,3,8,195,1026,75
1,553,34,3,54,209,13,49
2,432,445,6,53,348,813,1073
13,385,446,31,52,567,1403,914
5,1,1,84,9,569,918,89
721,461,7,78,10,653,1005,8
720,2,455,49,50,654,395,760
719,1,54,1439,11,824,39,24
640,462,641,283,69,901,266,713
638,3,403,6,41,902,1039,1147
560,2,408,3,40,903,1839,1145
108,1,414,34,38,904,377,1144
107,4,256,87,35,970,108,1160
105,3,266,81,33,972,21,1159
564,2,28,46,1,977,631,68
410,1,22,1442,2,1665,987,52
1,637,16,277,3,6,773,83
14,636,12,9,4,11,800,29
4,635,10,28,5,39,1416,76
722,634,309,81,6,78,931,1168
721,633,7,52,7,80,408,86
720,632,37,1436,55,111,52,60
641,631,442,286,54,116,1573,1084
639,630,443,33,53,125,502,925
561,613,4,1,8,183,113,100
109,612,4,365,9,196,2175,3
108,611,452,37,51,262,2216,771
106,610,57,1686,10,274,920,13
693,609,638,90,70,356,1731,724
565,608,431,1632,42,437,462,1079
411,607,436,84,41,449,1818,1077
15,606,442,274,39,879,2060,1076
3,604,284,15,36,880,614,1092
723,5,294,1586,34,881,66,1091
722,14,6,360,1,925,594,16
721,15,12,170,2,1146,684,15
642,16,16,730,3,1149,809,39
640,20,48,63,22,1150,731,75
562,614,49,283,23,1151,1649,74
110,613,67,285,88,1152,1232,121
109,558,83,64,40,1153,169,20
107,557,78,18,38,1235,542,28
694,556,269,17,37,1236,725,47
326,555,76,700,35,1661,1477,67
747,622,68,705,86,1663,579,39
504,602,18,684,4,9,1181,8
367,559,337,683,5,16,1325,1100
92,558,21,43,6,32,1208,18
93,557,9,503,56,42,21,8
39,556,470,253,55,143,1071,1016
360,548,471,57,54,221,1229,857
40,335,24,1636,7,254,1584,32
41,333,32,76,8,300,706,65
42,1,480,1515,52,333,1474,703
2,1,29,1068,9,354,1934,81
746,2,425,83,43,464,1705,1095
3,3,430,1866,42,498,239,1093
681,5,436,1405,40,554,10,1092
691,6,278,502,37,555,134,1108
690,7,288,1617,35,606,152,1107
199,8,6,1571,1,750,680,31
689,9,10,1621,2,869,569,23
737,10,42,170,21,941,1440,59
679,560,43,3,22,1112,72,58
678,559,61,2,89,1283,111,105
677,558,89,81,41,1300,1287,36
739,557,84,67,39,1301,1303,44
640,561,275,159,38,1302,1469,63
84,560,82,84,36,1378,759,83
347,559,62,30,87,1382,668,55
423,562,12,5,3,1511,898,24
53,561,331,5,4,1523,711,1116
131,560,15,16,5,1611,296,34
1,448,15,1,57,1613,1167,8
66,619,464,17,56,19,152,1032
650,618,465,1,55,79,786,873
2,617,18,4,6,90,282,48
644,606,26,86,7,94,389,49
643,563,35,72,8,113,405,65
564,562,419,164,44,132,571,1064
200,561,424,89,43,192,1657,1062
424,552,430,25,41,221,230,1061
54,5,272,10,38,249,187,1077
628,4,282,21,36,285,602,1076
80,3,298,6,1,353,269,396
627,2,303,22,20,437,746,397
87,1,4,4,21,438,112,54
759,1,36,1,90,506,616,90
328,2,37,748,42,650,629,89
658,3,55,72,40,656,663,136
657,4,95,7,39,862,512,5
40,5,90,17,37,959,152,13
651,607,281,11,88,1378,1135,32
650,564,88,6,2,1518,527,52
649,563,56,268,3,1519,821,24
648,562,6,5,4,1520,346,7
647,608,325,4,58,1521,758,1085
125,565,9,3,57,1522,535,3
1,564,21,1,56,1523,1153,23
742,563,458,2,5,1524,538,1001
431,1,459,6,6,1525,323,842
430,609,12,251,54,1659,1048,17
429,566,20,1,7,17,76,80
428,565,468,1490,71,22,978,688
587,564,41,283,69,35,68,96
607,2,654,2,73,56,316,641
606,1,415,401,45,59,298,1118
605,610,420,3,44,63,1309,1116
604,567,426,1,42,85,822,1115
288,566,268,4,39,100,389,1131
140,565,278,5,37,105,1264,1130
645,3,32,2,19,117,1074,36
644,2,33,271,20,151,953,35
565,1,51,7,91,174,190,82
201,611,99,528,43,192,95,59
680,568,94,1,41,219,960,67
559,567,285,1717,40,240,2150,86
642,566,92,170,38,252,1204,106
89,4,52,1699,89,270,1608,78
86,3,2,1700,1,319,1425,47
349,2,321,14,2,1012,1479,1139
425,1,5,2065,3,1013,281,57
55,569,8,35,4,1015,995,71
602,568,16,3,5,1016,762,26
2,567,45,19,6,1017,219,42
629,402,650,13,74,1025,1510,695
634,683,413,1619,18,1026,1048,1071
329,626,418,287,19,1027,550,1069
213,625,424,2,46,1397,896,1068
684,624,266,1573,45,1449,1576,1084
743,613,276,1854,43,33,1158,1083
289,570,101,172,40,79,544,83
139,569,96,5,38,108,968,82
646,568,287,4,657,125,785,142
645,559,94,1731,1,136,1450,129
566,12,292,16,2,141,543,31
202,11,297,16,60,162,748,12
740,10,677,221,59,165,1393,20
682,9,319,1302,58,182,1457,39
681,8,3,1526,3,210,582,59
680,7,27,1732,4,224,801,403
560,1,452,226,5,267,1336,404
643,2,453,282,446,303,190,802
426,5,6,281,630,304,1480,1092
56,4,14,1,44,333,134,10
212,1,47,286,42,335,656,16
603,3,250,154,41,367,64,1008
164,3,30,260,39,384,11,849
641,2,31,212,73,732,468,24
640,1,144,1733,71,783,1301,73
639,2,49,1728,92,804,688,89
638,569,50,1539,90,855,856,4
637,4,94,32,47,856,1291,21
1,3,99,1,46,857,789,23
630,2,105,237,44,858,850,24
760,1,53,1286,41,859,914,8
417,1,43,1510,39,1153,1125,9
482,571,346,1716,61,1205,1344,1108
483,6,133,242,60,10,793,84
484,5,366,52,4,27,527,1181
485,4,316,298,1,39,733,1082
731,3,313,297,2,50,937,1068
727,1,305,17,3,64,677,1165
726,572,410,270,16,66,1199,1061
408,464,415,138,17,67,607,1059
407,7,421,276,48,74,554,1058
406,6,263,228,47,82,1011,1074
405,5,273,1352,45,96,161,1073
1,4,104,1717,42,108,758,93
2,3,99,1712,40,153,1231,92
565,2,290,1597,246,204,4,139
725,1,97,471,62,284,1312,21
724,635,98,1523,1,350,1399,2
402,634,233,6,2,547,373,10
401,559,104,1693,3,548,1690,29
61,411,694,40,46,716,974,49
1,1,695,707,44,718,1732,236
583,714,696,5,43,982,741,1036
194,713,697,6,41,1246,1261,88
195,711,698,35,196,1247,679,26
193,710,334,3,259,1248,1175,14
196,666,30,353,63,1477,868,83
539,580,3,346,67,1478,10,99
538,579,11,356,68,1479,581,214
534,413,50,1,69,1480,1362,787
20,412,27,1050,71,1657,1895,768
30,409,28,2,72,5,187,769
29,715,46,4,94,33,809,770
28,714,47,5,92,62,952,771
513,713,407,179,15,73,282,1047
423,712,412,70,16,80,1437,1045
663,711,418,6,49,105,1253,1044
629,709,260,1,48,119,1143,1060
695,694,270,1,46,226,1351,1059
657,667,107,2,43,256,792,107
751,642,102,3,41,285,808,106
693,641,293,2,63,350,622,153
691,640,100,3,62,376,765,7
427,639,161,177,61,477,95,12
1,578,48,72,1,559,1250,4
140,414,45,4,2,560,1066,15
669,413,43,1,817,596,956,35
668,410,33,3,47,597,1164,138
424,301,446,4,45,882,605,191
665,300,447,1,44,912,621,193
408,2,8,1,42,913,143,192
407,1,53,175,811,1164,527,40
428,740,41,74,812,1165,628,984
139,415,22,2,813,1167,444,825
670,267,24,3,814,1186,334,97
669,2,25,5,95,1445,542,113
425,1,43,6,93,1652,17,160
666,5,44,1,766,1655,1,374
409,793,399,174,50,67,670,1144
408,794,404,75,49,99,485,1142
371,716,410,1,47,152,301,1141
651,3,252,4,44,255,191,1157
270,2,262,6,42,349,399,1156
704,3,41,7,64,382,160,57
759,670,438,2,63,430,144,1081
699,417,448,31,60,713,591,768
1,5,61,25,1,730,1878,16
2,4,634,5,79,767,2137,721
3,3,460,6,51,805,237,1160
1,2,465,4,50,865,854,1158
760,1,471,2,48,1008,1131,1157
1,761,313,5,45,1074,99,1173
2,744,323,36,43,1350,1546,1172
2,737,20,30,65,1351,259,73
761,727,499,1,64,1387,2374,1097
1,629,500,1,63,1416,1283,938
3,527,509,3,61,1641,1006,784
762,522,7,10,4,1642,2038,3
4,447,8,37,3,1643,828,4
763,3,12,31,1,1644,2115,55
437,719,109,2,2,1645,1091,1
202,590,9,4,4,1647,1368,1
646,557,1,11,5,1648,336,2
1,735,10,35,3,1649,263,5
2,590,116,29,5,1650,1024,52
3,587,117,2,4,23,277,51
131,586,118,9,1,38,755,54
487,420,108,33,3,39,540,56
101,678,119,27,4,92,747,53
118,588,120,7,5,202,1032,47
631,587,503,1,1363,214,1487,1011
197,1,2,2,6,225,356,2
506,2,1,1,5,247,1131,3
9,3,10,276,2,294,580,2
707,4,1,266,3,314,220,1
504,5,2,272,4,601,1067,7
19,679,8,8,8,744,438,4
503,589,9,76,7,745,576,5
630,588,11,62,1,746,592,3
723,680,12,154,2,747,758,9
763,590,16,79,5,753,1470,3
623,589,3,35,9,933,43,1
622,1,2,11,8,941,415,2
772,681,1,4,1,942,456,6
438,591,51,12,108,956,559,296
203,590,49,6,107,959,75,238
647,2,493,9,1,1105,429,457
1,1,495,80,121,1488,120,458
2,682,498,66,120,1636,136,459
130,592,500,158,119,1637,302,460
488,591,502,83,118,1638,1926,461
100,3,504,31,117,1639,499,462
771,2,11,16,122,14,1015,5
119,1,9,2,121,21,381,4
632,683,6,52,120,26,691,3
198,593,4,50,119,39,1110,2
507,592,2,5,118,52,885,1
8,4,1,85,1,61,1005,1
708,3,2,71,52,65,1021,1
675,2,497,163,1,97,1187,501
505,1,500,88,3,115,1041,11
20,684,502,26,236,129,386,861
504,594,504,747,49,130,13,470
631,593,385,7,9,165,1791,471
724,309,738,1,125,199,687,467
764,6,37,2,236,242,531,33
624,5,1046,22,26,255,923,554
623,4,658,17,146,278,279,895
546,3,209,23,11,318,833,1210
773,2,4,9,61,339,382,551
439,1,1047,19,97,341,632,491
204,771,112,10,12,368,824,92
648,770,107,13,13,404,747,93
1,701,298,4,7,414,1093,46
129,685,105,36,96,683,158,187
489,651,67,6,36,765,1624,195
99,590,39,23,205,786,236,214
772,533,42,485,246,814,560,234
120,482,292,13,248,831,1305,2
633,428,321,3,250,23,291,206
199,409,309,12,252,43,99,141
508,408,301,9,256,46,176,1008
7,389,296,26,50,57,170,159
709,387,279,7,48,65,1507,71
676,355,19,623,47,75,458,110
506,317,20,633,45,81,251,54
21,308,38,267,98,122,684,75
505,307,3,7,54,134,1971,57
632,280,1,11,84,139,807,56
725,2,656,33,83,141,1846,520
765,3,746,282,361,183,936,1200
625,772,748,288,357,225,2048,1164
624,771,751,34,2,255,2200,644
547,702,753,508,3,265,1729,1203
774,686,754,438,4,750,2007,1211
440,652,755,261,6,755,2308,192
205,591,756,7,9,859,167,211
649,567,757,25,12,987,327,1149
128,534,379,178,415,994,304,1045
490,483,382,9,385,995,1075,5
98,410,256,24,380,996,1435,134
773,409,324,14,374,997,318,709
121,390,251,445,266,1103,154,711
634,388,257,18,265,1111,494,646
200,356,31,185,263,1444,137,647
744,318,400,2,928,28,908,768
509,281,9,17,363,57,1268,36
6,170,7,21,359,68,485,556
710,1,152,438,352,75,321,1195
677,1,148,203,349,100,631,1066
507,2,4,16,1,114,1402,491
22,568,2,1,2,171,1762,489
767,132,1,39,376,221,9,256
506,133,1,420,268,280,173,255
633,134,2,10,267,341,207,554
726,774,724,4,265,403,249,553
766,773,1155,1,926,472,1576,432
626,772,10,6,364,554,456,520
625,771,8,9,360,555,1369,1401
260,769,5,40,1,768,62,1159
259,768,3,42,373,769,1336,1030
123,755,2,34,377,770,957,455
4,754,1,41,269,877,99,453
3,722,560,31,268,907,670,518
2,721,725,8,266,908,1850,517
1,720,1156,4,925,969,1433,396
122,719,6,9,270,1159,2204,2
634,699,4,3,269,1160,1825,3
627,698,3,2,267,1162,123,124
626,687,591,247,3,1181,431,364
5,684,324,5,293,1440,433,1067
4,680,3,2,9,10,1074,24
3,659,767,51,7,16,589,8
2,658,283,82,6,29,66,1053
3,657,701,1,421,48,1471,134
123,656,635,15,537,70,440,1170
4,568,703,12,345,86,1909,1395
635,567,828,1,343,88,1437,992
725,566,786,11,824,102,2208,1016
768,565,659,3,706,127,800,980
628,559,480,2,125,148,34,1080
627,537,847,16,368,190,2226,1027
1,536,363,8,98,192,1647,1007
6,529,328,14,65,285,226,567
5,505,468,5,9,338,627,282
4,392,588,17,296,388,1724,372
3,390,321,18,6,389,2364,1075
124,389,770,3,4,400,2154,27
337,388,280,4,3,411,342,32
636,387,704,16,424,537,1031,1061
629,386,638,13,540,719,438,142
628,385,706,2,346,778,34,1178
7,384,831,12,821,1184,737,1403
6,383,662,4,703,1186,671,1000
5,382,483,3,128,1432,1437,1024
4,381,850,17,371,1433,755,1088
215,380,556,9,1107,1436,176,1035
125,379,360,15,101,32,1245,1015
338,378,325,4,982,49,844,563
637,377,471,18,68,60,253,575
630,370,31,19,12,128,893,290
629,334,218,2,821,133,683,107
779,333,890,3,65,165,1129,281
297,332,248,3,523,221,1469,115
607,331,17,14,553,317,997,273
606,330,283,4,427,318,1768,403
143,315,68,12,471,368,360,1327
95,311,1269,13,24,432,406,676
778,310,1037,1,496,433,1786,230
469,233,215,7,111,593,1207,552
145,225,1091,1,122,595,214,1027
777,221,65,20,980,597,187,684
146,188,180,2,96,598,1284,1022
512,187,741,3,162,778,1924,228
144,177,451,18,1241,1234,1714,314
215,141,394,19,1180,1235,98,226
771,92,385,11,1155,1334,472,925
28,91,658,1,1181,1389,299,863
288,146,662,9,1182,1390,1109,860
141,147,667,10,1183,1391,1875,5
10,148,55,4,40,1392,317,12
9,149,346,4,1176,1393,262,12
8,150,83,2,76,1394,1683,118
7,387,161,17,1099,16,1282,698
128,993,167,5,1242,22,185,708
640,1224,211,6,145,49,455,155
633,1283,64,15,32,56,245,183
632,1456,395,16,4,67,1567,240
782,1457,524,10,223,82,771,82
213,1,57,2,1057,96,637,361
1,1,1525,1,5,120,1403,117
2,774,1526,15,6,205,789,116
11,742,1205,7,883,1365,210,241
10,741,100,13,7,1366,1211,388
9,740,107,6,8,1367,810,488
8,739,113,16,9,1370,287,491
781,738,119,17,11,1371,927,465
129,699,397,4,1472,1372,717,402
641,661,8,5,13,1373,1095,115
774,660,1519,8,15,1374,1408,291
634,659,776,9,1406,1456,2174,452
633,658,441,5,839,1457,18,577
214,381,393,3,858,1458,561,377
1,380,737,3,72,1459,1982,580
12,379,203,16,5,1460,1581,89
11,374,6,6,467,1461,484,84
10,777,321,7,150,1574,156,13
9,776,502,14,1146,1575,54,104
243,743,229,15,202,1576,1866,1073
130,732,414,1,1142,17,766,959
642,700,594,13,29,29,1426,950
732,691,471,5,281,40,847,55
245,657,56,11,189,54,574,947
635,561,15,8,408,56,173,99
634,512,354,14,195,57,924,991
215,430,449,15,198,64,1564,1259
13,375,218,6,89,72,1354,19
12,324,162,7,1376,86,458,1154
11,323,166,14,132,98,2192,535
10,318,191,6,203,143,1613,137
244,3,197,12,462,194,192,117
131,1,204,7,155,274,593,133
643,1,327,15,1137,340,1690,969
642,703,508,16,286,537,2330,855
641,702,600,5,350,538,2120,843
640,654,477,6,184,706,308,887
639,653,9,8,403,708,579,1155
733,652,360,2,190,972,2000,123
246,331,455,21,193,1236,1599,1050
636,259,212,1,94,1237,502,431
635,255,914,2,17,1238,138,743
691,1426,715,19,13,1467,72,117
447,762,717,20,17,1468,1884,119
688,754,915,19,296,1469,1653,142
399,751,509,94,1231,1470,1984,146
1,1,504,32,1234,32,80,45
2,755,502,26,1236,35,69,46
3,753,498,4,1237,38,1030,83
37,597,253,87,55,101,540,174
476,596,247,29,59,164,611,497
761,595,263,47,10,191,888,704
730,594,177,6,25,214,1421,706
729,1,917,13,220,237,1020,272
462,764,650,9,1250,276,77,522
283,756,129,10,371,317,717,191
472,753,507,11,81,358,507,1416
666,368,732,12,169,411,1305,239
1,3,2,27,1131,459,1074,119
2,2,174,102,1092,461,1405,436
38,1,44,40,176,462,659,219
