Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random
1679,1278,1450,589,99,858,844
764,1279,77,578,139,859,1743
1428,1287,77,304,61,860,1486
865,1298,465,396,338,861,687
1958,1300,673,567,261,877,1900
1492,1304,61,910,1720,887,895
10,1307,261,1810,40,938,103
1959,1308,1451,612,42,995,1987
666,1309,1452,596,28,1003,1673
871,1343,510,1286,1794,1030,1497
207,1359,1110,1390,12,1098,58
1530,1383,1114,153,60,1105,680
85,1435,1116,1231,102,1114,126
990,1443,1119,462,968,1119,284
1613,1511,2,1749,58,1144,1752
405,1543,1123,722,19,1215,1291
93,1545,1129,1493,24,1245,1970
40,642,1074,1201,46,1250,1417
353,640,1133,284,89,1310,1542
1960,594,1139,291,829,1376,232
1317,582,1140,514,7,1377,138
1033,554,1142,218,69,1382,204
5,546,1146,1131,83,1385,1006
443,516,1150,324,1,1427,465
305,501,1154,247,84,1490,792
140,499,1158,191,33,1491,1532
153,493,1159,4,28,1492,851
1593,487,11,490,522,1494,1564
910,457,1163,551,5,1550,830
1320,455,150,2030,959,1551,1235
480,454,706,262,711,1552,40
1687,430,1172,290,22,1553,1053
1735,427,1175,160,46,1554,81
488,404,80,269,292,1555,624
91,402,1180,398,48,1556,203
950,300,1181,1300,67,1557,464
915,294,1185,125,227,1558,50
1961,270,36,328,630,1559,1890
657,269,8,427,278,1560,1283
67,268,1020,956,1149,1561,495
63,267,480,1826,139,1562,1877
1213,264,514,119,551,1563,1031
1661,242,711,593,331,1564,1116
680,122,941,847,501,1565,1307
1542,114,756,325,498,39,867
1191,23,943,49,319,79,1118
1226,41,713,974,260,117,1788
1833,46,698,213,564,132,332
921,80,407,326,227,178,1592
1040,97,928,2066,188,207,1078
904,117,933,171,51,228,110
9,168,281,322,246,261,438
1962,192,706,543,789,263,1303
148,200,686,554,286,268,1574
1657,235,581,235,692,272,1980
1261,237,577,590,184,273,1341
879,239,890,33,4,293,30
1087,260,893,569,89,387,127
1399,261,603,35,42,393,249
575,266,154,261,218,395,701
649,281,897,180,65,397,1766
1532,345,188,323,249,403,372
273,361,159,2133,43,419,15
1963,364,902,613,48,497,625
983,373,37,177,1401,578,135
1307,375,557,2059,1601,580,741
111,377,235,6,81,585,1133
1050,385,48,723,204,671,1008
1344,398,758,34,254,686,1597
942,411,191,240,222,739,532
1885,417,816,13,91,741,1012
721,421,907,10,60,801,774
786,422,783,39,1612,841,415
1392,425,913,26,187,842,596
1702,433,183,2054,339,857,1132
1660,440,45,1225,134,898,9
1526,472,583,233,168,902,1346
354,473,793,577,171,965,1621
1011,481,917,42,115,981,980
930,491,218,1633,202,990,1758
707,504,920,1993,159,995,1984
2,526,393,1147,1388,1057,885
116,533,667,1535,104,1105,1173
170,536,516,506,1920,1189,1000
114,596,257,31,38,1194,555
1964,656,926,1246,188,1198,133
436,661,739,1136,166,1434,1778
382,683,929,497,41,1442,1643
589,708,933,37,153,1447,442
681,710,862,11,362,1494,25
534,769,12,588,1878,1500,1901
1401,773,938,28,95,1519,594
793,776,714,498,849,1528,1001
145,783,526,271,1,1538,1163
637,784,258,48,49,1539,1119
896,786,701,43,54,1540,31
1156,787,591,570,1395,1541,95
1053,788,1068,1355,1403,1542,297
1059,789,1056,2123,418,1543,816
752,809,47,12,1121,1544,112
1208,812,318,839,1,1545,1357
228,817,1454,1224,4,1546,1982
508,818,38,2063,841,1547,288
474,819,44,972,1937,1548,1534
1296,820,682,1226,9,146,1098
1202,821,676,394,1185,176,1070
137,830,48,410,23,191,1919
1648,833,1466,155,1426,215,1477
1096,839,1432,1336,976,217,643
1304,855,74,30,814,244,1151
359,911,52,990,22,256,1481
1284,915,1764,1665,17,322,367
1316,928,168,541,1,324,1087
1592,936,1558,466,2,363,236
1620,962,1438,16,1663,386,1520
1965,1045,1765,1364,1723,431,1166
1,1048,117,158,18,444,160
255,1054,70,285,2128,462,322
363,1058,1766,327,15,503,139
521,1061,118,1016,1497,505,1201
481,1064,136,1046,3,515,1429
668,1066,15,1135,519,577,915
714,1067,508,139,12,579,38
611,1074,1294,1194,10,582,1424
726,1081,971,144,213,592,572
466,1084,575,41,37,632,216
947,1085,294,1386,54,738,1200
1049,1090,29,948,5,765,569
17,1093,51,36,28,767,483
1767,1094,322,557,529,800,1699
1762,1106,337,302,772,801,1688
2047,1127,1416,1588,2,802,666
1,1128,847,259,30,864,541
308,1129,979,241,97,935,119
61,1130,1290,825,96,964,484
583,1134,84,19,199,1033,241
792,1138,429,1737,123,1084,1127
803,1140,1097,587,22,1118,180
902,1143,1419,314,333,1120,889
911,1157,1421,294,32,1188,582
516,1160,184,15,1377,1198,1491
130,1161,801,29,309,1205,214
953,1165,699,1230,239,1238,82
970,1170,195,305,1392,1249,1148
974,1174,1426,21,218,1334,573
597,1175,203,8,313,1336,873
1106,1179,561,2062,468,1431,1326
1204,1180,91,9,1952,1442,593
160,1182,106,23,116,1499,892
470,1183,675,40,206,1518,86
1292,1186,214,38,526,1526,581
77,1191,304,14,180,1527,1397
398,1195,150,1630,367,1528,139
929,1199,1427,32,40,1529,587
887,1210,164,20,703,1530,407
1372,1211,12,1090,9,1531,937
1201,1215,164,888,16,1532,430
1041,1221,834,620,717,1533,570
1275,1226,1007,1643,1406,1534,71
155,1230,393,973,1728,1535,45
318,1238,1428,1052,518,1536,272
698,1241,1429,1372,26,41,1546
102,1242,50,715,230,151,151
46,1243,74,5,839,174,675
1499,1245,98,2065,37,177,697
119,1249,40,10,1750,243,543
858,1250,42,1,132,256,1531
1516,1301,863,876,107,259,983
296,1302,298,6,124,262,354
124,1424,16,1,120,264,1443
345,1478,1433,74,127,291,1183
648,1479,1434,7,137,305,845
1465,1480,232,10,46,323,365
268,1481,170,12,68,388,645
1533,1482,31,5,83,471,429
1287,1483,420,281,1023,509,660
511,1484,132,1,1778,514,121
1553,1485,340,3,453,517,546
640,1486,1436,17,203,582,1328
1110,1487,1439,2,177,591,281
1392,1488,1441,156,231,674,156
4,1489,1443,120,232,689,568
1366,1490,1444,75,233,798,677
1523,1491,566,865,6,799,66
1355,1492,553,21,5,807,717
538,1493,570,151,42,834,403
957,1494,818,38,2,841,1370
862,1495,949,1566,17,863,1059
712,1551,576,11,1684,876,336
745,673,261,183,2,929,248
1670,668,263,1151,172,980,406
1647,659,266,286,205,999,139
1678,611,268,153,218,1064,615
506,610,643,1567,1005,1103,1353
166,608,1016,4,203,1109,1170
1691,605,273,11,51,1192,936
333,604,278,363,171,1206,1423
509,602,402,8,234,1410,614
1403,598,363,9,71,1451,167
727,597,165,5,48,1498,81
1896,596,284,2,1542,1508,70
1353,588,286,273,146,1509,689
1099,587,271,192,167,1510,207
1897,582,1087,1,1982,1511,905
178,581,289,250,72,1512,903
1,576,457,741,17,1513,906
173,574,112,543,686,1514,1526
347,570,1416,265,977,1515,580
555,566,78,484,23,1516,100
163,562,428,443,308,1517,1202
166,549,920,71,897,1518,496
388,548,922,390,250,1519,940
34,547,878,532,263,1520,1335
507,545,805,555,390,1521,1030
1190,544,411,104,197,1522,450
1195,540,485,900,403,1523,10
1151,539,77,708,17,1524,860
481,537,927,625,112,63,710
37,535,539,33,32,65,985
1278,533,929,1326,317,144,1544
773,528,468,562,712,207,932
9,527,111,267,78,215,477
861,526,494,544,37,221,842
1268,525,344,70,63,242,495
428,495,155,370,231,255,1263
942,493,197,91,335,258,314
1336,491,263,831,738,263,1175
1351,487,933,82,116,269,192
798,486,381,638,315,273,1189
668,485,248,1011,600,294,1322
395,477,619,199,172,348,599
1384,461,522,13,104,360,555
127,460,937,545,256,429,792
516,451,940,435,111,437,627
622,437,480,442,274,470,789
1476,429,514,389,113,477,1336
165,412,317,264,18,508,1242
1436,411,944,378,83,515,385
858,409,543,675,27,525,150
1020,408,950,1315,345,558,1143
1042,403,277,246,304,603,373
917,365,518,548,254,616,411
184,356,586,355,234,644,777
126,354,356,481,302,664,695
1560,343,538,524,963,665,1034
129,327,958,433,117,673,174
627,321,293,704,751,733,1253
188,290,7,719,951,738,934
582,280,793,203,862,783,249
854,267,525,685,941,823,622
1813,257,55,168,815,835,198
763,256,559,720,41,837,355
98,253,963,24,706,905,16
5,251,969,131,648,978,91
48,247,662,50,155,979,1015
188,244,528,966,735,1035,292
222,242,972,449,163,1186,308
260,227,533,134,784,1203,1476
513,226,372,17,916,1205,1670
534,225,436,100,209,1208,343
635,224,108,1370,35,1278,950
715,223,808,1149,795,1421,218
868,220,709,176,502,1449,245
912,219,376,555,229,1499,1593
1,213,573,506,190,1500,612
46,204,476,34,50,1501,930
126,200,555,471,49,1502,176
248,194,253,290,214,1503,1103
255,166,978,288,673,1504,937
83,164,542,49,258,1505,684
550,139,295,434,181,1506,118
657,138,702,153,210,28,910
698,137,506,141,786,89,240
167,136,987,111,120,143,53
827,104,990,10,713,181,262
93,96,227,240,677,212,620
1006,75,286,80,310,216,300
359,59,1002,235,215,219,629
260,52,564,119,924,254,968
1207,46,651,586,152,256,760
113,45,1005,48,432,264,432
1136,38,113,110,137,268,155
1092,29,163,429,1049,293,820
1767,25,379,4,158,311,862
1754,10,1008,490,958,340,1086
1,61,515,315,935,347,1703
247,124,606,334,347,360,1413
219,140,1012,624,354,383,969
494,141,491,1382,68,386,1171
503,145,316,645,725,407,64
512,146,130,22,399,411,92
448,151,213,79,39,417,2033
612,158,187,43,862,421,370
135,159,496,19,325,428,506
672,160,152,234,249,441,986
528,161,799,12,1116,455,1183
457,162,629,37,109,456,1469
787,163,33,181,650,459,2030
788,252,183,262,277,484,515
799,271,1023,703,461,507,837
833,274,416,170,433,512,1645
317,280,343,85,143,514,845
360,343,774,683,947,643,350
880,391,159,177,37,648,266
915,475,98,354,42,649,1750
565,479,136,1393,169,650,519
794,498,508,204,269,665,605
359,514,105,154,249,738,1605
1010,516,1027,691,99,764,643
801,546,691,171,70,797,621
815,547,839,404,319,798,1144
1037,567,583,590,22,799,1177
506,573,462,546,497,857,18
1070,584,1029,425,872,877,1649
1086,586,167,691,87,1030,1762
813,612,1033,685,103,1043,377
334,620,385,991,613,1044,2175
414,634,1039,119,20,1115,215
1417,635,1041,1399,104,1190,2004
1771,638,625,31,1063,1202,1240
983,650,147,567,96,1333,2104
1772,662,211,205,480,1428,1817
1531,692,1045,392,340,1440,945
1426,719,256,66,994,1496,90
698,729,499,333,785,1497,35
722,734,133,386,349,10,1559
97,746,694,597,385,125,9
2,790,441,391,859,201,573
192,793,36,496,360,222,106
423,800,1049,51,105,226,1221
466,802,623,69,901,309,1158
480,803,275,148,213,447,273
555,804,321,214,10,513,304
655,879,448,39,963,584,2
513,889,267,505,170,586,246
991,892,303,1316,540,613,642
61,895,1057,289,509,620,526
1,911,57,1317,656,625,138
97,913,780,621,499,642,139
291,933,727,193,897,645,1213
352,938,1060,27,49,662,166
509,941,333,75,156,726,284
802,942,1067,350,491,747,88
901,969,681,259,916,788,1669
343,991,501,1012,365,807,237
1007,992,1072,20,651,820,1224
551,995,1077,35,108,821,770
449,1002,134,26,247,828,1744
519,1036,174,373,157,829,1186
636,1038,313,486,218,830,1230
747,1046,1081,16,24,833,1724
773,1056,100,7,297,852,1708
793,1059,652,129,15,883,769
1,1072,63,428,2,884,779
157,1074,8,2,14,953,552
209,1078,344,696,773,957,762
542,1079,1293,338,17,968,699
565,1081,1015,377,45,976,129
763,1085,1018,367,82,997,1461
857,1097,1081,337,87,1092,360
972,1103,672,452,1611,1095,430
994,1106,1417,117,1041,1098,34
1752,1107,128,9,56,1112,84
1,1109,109,2,85,1240,40
118,1111,656,331,445,1297,30
16,1113,352,522,1509,1342,1167
144,1114,70,709,66,1376,353
1,1115,257,95,92,1484,398
293,1116,125,130,417,1485,948
300,1118,292,973,74,1486,309
91,1119,263,15,482,1487,535
52,1134,1102,1,250,1488,1660
383,1135,428,44,731,1489,715
155,1147,244,862,384,1490,625
495,1201,251,206,281,1491,444
553,1208,284,729,7,1492,1260
595,1213,436,1332,155,1493,166
434,1217,294,508,293,1494,926
202,1223,287,29,273,67,433
397,1228,287,497,871,78,321
809,1236,1086,268,915,260,1534
879,1239,330,339,1297,417,64
771,1247,1125,421,11,775,21
109,1254,327,249,1435,793,274
238,1266,688,269,236,842,374
438,1267,962,25,617,850,731
996,1268,1485,1398,501,919,269
785,1274,1221,70,274,1007,1437
343,1277,825,337,3,1010,186
1019,1283,82,500,184,1035,1142
1020,1285,1487,94,850,1144,641
97,1289,645,14,785,1165,367
578,1290,696,150,54,1167,1554
1116,1291,577,112,172,1168,102
395,1295,1490,357,896,1169,441
827,1296,648,232,789,1170,1110
1138,1298,304,787,317,1171,1310
1155,1302,679,30,372,1172,447
1165,1304,1493,68,339,1173,94
511,1307,236,690,332,1176,647
764,1341,460,28,118,1303,1218
548,1362,659,585,25,1308,17
30,1441,647,18,201,1327,1019
737,1532,62,371,590,1456,245
317,676,28,85,237,1457,1639
440,671,585,120,193,1458,933
378,660,870,133,359,1459,383
13,654,693,32,232,1460,1483
1093,649,542,113,138,1461,364
342,631,465,97,27,1462,1069
1328,629,63,145,194,1463,1657
227,628,232,98,189,1464,575
1374,625,279,93,275,1465,314
1389,624,484,336,251,1466,29
1036,620,419,71,225,1467,1098
1400,618,141,233,319,1468,1468
430,614,327,41,267,1469,423
431,613,190,702,342,1470,1497
1415,612,200,84,74,1471,375
1418,611,57,637,705,1472,141
1040,610,343,1100,153,1473,268
54,609,167,513,287,1474,340
993,608,351,459,230,1475,107
1130,607,299,612,190,1476,989
1461,606,71,704,77,1477,130
1492,605,513,234,325,1478,1273
947,602,78,499,246,1479,766
1505,601,196,92,82,1480,17
1516,600,482,384,292,1481,448
881,599,281,328,214,1482,437
1520,598,120,313,18,59,492
900,597,221,369,24,101,631
1537,595,37,60,801,123,170
1541,594,344,285,352,179,1171
1542,593,70,379,68,256,1535
796,592,403,336,20,259,159
1555,588,38,549,552,286,278
1562,584,506,73,79,371,349
1567,583,521,72,291,457,152
882,581,983,634,757,473,135
1143,580,287,38,5,490,1289
1126,577,113,260,50,595,264
1,576,759,11,32,601,529
22,573,274,629,854,605,305
184,572,33,536,224,621,57
196,568,414,582,61,641,913
349,567,810,149,609,704,654
30,564,831,530,86,715,367
370,556,1299,507,51,741,1113
420,551,813,257,739,811,507
441,550,1513,1016,793,817,498
105,549,72,213,842,818,965
125,546,65,659,474,828,623
110,545,59,1004,58,829,142
673,544,43,380,839,830,978
298,543,443,402,126,849,770
747,542,149,107,87,853,34
333,541,1803,667,608,857,490
812,540,1804,355,4,897,983
3,537,1805,3,212,954,558
152,536,1806,566,279,995,300
894,535,23,874,471,1021,712
345,531,198,1330,643,1077,541
231,529,1807,569,99,1095,927
470,528,232,372,159,1134,455
1005,521,30,21,175,1236,120
223,507,54,454,831,1302,52
810,505,1808,671,898,1318,217
139,494,310,164,279,1417,293
1070,492,344,36,147,1444,188
371,488,304,353,68,1445,275
745,487,32,400,303,1446,402
307,486,361,850,302,1447,298
159,485,911,42,256,1448,499
462,484,94,5,508,1449,889
137,476,9,441,85,1450,168
901,475,321,210,73,1451,513
1130,474,772,80,907,1452,763
1147,464,1809,8,585,1453,1143
663,463,596,51,2,1454,333
948,462,36,547,82,136,628
1038,430,1810,272,684,137,1060
385,426,137,368,209,208,240
933,412,57,74,119,250,366
1116,409,71,503,62,252,466
190,407,175,393,247,256,1154
1206,401,382,495,192,273,196
1165,388,108,23,200,311,602
452,384,450,6,902,379,275
285,383,1811,431,334,455,746
51,367,67,613,284,459,1058
1214,366,17,692,679,460,188
999,321,425,3,896,495,308
1146,299,14,10,75,683,911
1284,291,1812,171,57,734,483
1285,281,142,1879,319,758,591
703,257,1507,1,668,759,848
1311,255,684,167,5,760,302
560,253,685,102,39,792,503
1,252,188,2,1321,795,950
28,250,495,521,19,870,25
107,248,273,3,15,873,573
228,245,569,15,34,875,1466
296,244,686,1568,15,915,378
68,243,687,1303,63,957,942
309,242,495,1,131,1026,238
141,238,46,193,32,1058,685
343,237,688,12,61,1103,149
671,228,78,101,2,1123,1370
439,226,615,14,13,1195,106
383,225,188,2,668,1198,632
708,224,229,319,4,1199,1192
1,223,619,774,6,1212,921
607,222,624,13,1,1242,984
971,220,628,70,29,1243,1162
401,219,630,9,33,1271,1288
701,216,700,7,22,1279,1240
1029,208,633,3,2,1281,808
1030,205,837,842,1639,1425,807
159,201,638,441,28,1433,707
65,178,737,6,707,1434,367
930,173,758,11,948,1435,574
229,168,641,603,22,1436,1319
922,165,393,324,7,1437,504
611,150,129,67,1495,1438,533
452,149,251,10,129,1439,648
14,144,979,48,21,1440,531
369,140,1070,1122,1185,1441,117
444,137,204,5,182,1442,680
1100,131,529,533,4,104,803
1110,124,836,15,13,144,629
726,89,20,1216,13,168,58
980,63,841,237,36,173,316
299,62,772,152,31,209,1227
13,60,54,843,22,248,1340
1129,59,164,4,64,252,1508
539,54,638,8,72,254,495
331,53,168,134,84,255,882
1167,49,844,148,110,257,919
1197,48,698,13,11,316,1397
1215,45,536,9,230,381,1361
839,38,849,19,26,454,754
1245,22,853,10,25,479,404
1116,2,861,1298,16,502,239
81,25,864,54,7,503,93
1395,28,869,8,97,505,1315
1742,46,8,14,114,569,297
591,48,873,1930,62,571,746
70,66,876,18,86,574,14
13,121,200,6,356,576,53
151,123,188,1310,314,635,194
88,124,225,16,113,649,160
424,125,880,12,69,686,416
425,137,369,15,848,703,831
450,140,884,7,1280,731,280
473,141,532,17,53,752,387
515,150,887,11,409,758,1137
523,152,681,1,34,759,799
495,160,889,764,1294,856,475
191,162,865,5,8,985,787
767,223,751,504,108,1019,657
844,224,292,2036,86,1026,1429
11,236,891,230,1536,1180,1603
696,252,896,4,99,1228,423
884,299,902,3,304,1230,1382
1038,345,905,166,101,1326,596
194,434,908,1286,91,1412,1198
906,551,394,248,54,1422,1018
40,608,916,2,170,1423,1459
1100,624,14,1039,447,1424,1003
632,707,525,1115,15,1425,891
991,709,464,797,631,1426,943
302,714,968,383,4,1427,448
15,716,229,1043,139,1428,412
708,717,466,1,1018,1429,186
6,719,96,2,201,1430,402
211,720,469,8,169,1431,1227
1258,722,1137,2,13,49,775
1162,724,590,496,237,196,981
1286,726,471,1,88,214,1394
166,727,513,5,302,225,485
1298,729,1224,13,150,253,1221
686,730,1222,270,562,283,187
1332,737,455,120,707,451,287
1340,738,1227,231,90,459,344
892,739,387,1,24,494,649
1342,740,122,840,936,530,1009
433,742,222,266,270,636,148
825,744,106,16,220,657,1121
1364,746,124,6,21,671,8
1372,761,121,796,845,729,438
1377,778,1311,488,39,737,415
182,779,687,1,754,783,1606
21,788,1508,131,3,800,119
1440,790,1799,181,395,816,1517
244,791,1800,167,156,824,1134
1088,795,1801,169,266,825,595
747,800,1513,12,97,850,625
204,888,76,2,755,879,552
39,889,1802,191,169,1019,102
158,891,153,3,259,1027,59
255,892,1803,1016,271,1049,230
270,893,1375,1294,25,1095,287
260,894,1414,604,50,1125,639
384,932,123,162,1001,1134,184
489,990,1262,14,4,1152,1158
522,991,1202,126,71,1276,765
462,994,2,3,22,1287,325
625,995,1205,15,56,1322,199
654,996,1019,4,60,1336,518
683,1000,1763,26,39,1344,1109
823,1001,1818,269,29,1363,733
852,1035,57,86,524,1408,393
481,1041,552,28,279,1409,435
914,1053,178,1368,1534,1410,966
920,1060,229,10,1,1411,1279
275,1063,231,8,22,1412,1589
204,1069,218,7,11,1413,1675
117,1075,579,11,3,1414,57
121,1080,1020,457,80,1415,212
318,1086,586,547,18,1416,1593
55,1090,366,9,6,1417,149
47,1094,582,5,38,1418,926
207,1095,588,1,34,1419,969
10,1096,591,2,22,1420,603
696,1105,217,1,7,501,1322
23,1106,225,2,191,507,1856
338,1108,1290,1,31,555,918
1113,1110,231,13,29,562,1993
586,1113,976,2,43,568,1726
319,1116,234,4,1699,578,676
601,1129,1263,906,26,583,1049
1051,1130,358,31,3,585,1086
729,1148,436,1,103,614,452
273,1151,164,12,160,620,1654
286,1162,314,20,72,635,138
1248,1174,654,13,78,636,2019
46,1179,865,17,60,775,1083
1026,1183,676,486,120,778,1968
936,1199,778,875,168,790,1536
995,1201,1288,14,41,792,922
673,1202,50,84,11,799,381
716,1205,1293,4,53,801,574
1141,1210,634,235,1360,806,2038
1305,1211,448,107,32,820,1845
1166,1218,24,749,105,845,917
1095,1220,288,234,22,846,1641
733,1221,1377,59,55,848,506
22,1256,323,407,44,850,2032
1002,1257,849,5,1392,892,1986
206,1264,1379,1024,762,899,1715
1389,1266,239,220,163,962,2053
1059,1267,1380,880,86,979,1839
835,1268,797,498,34,990,1582
88,1270,237,609,95,1026,1554
1,1271,12,937,73,1073,124
344,1273,1382,1312,72,1094,1666
529,1277,528,125,1399,1095,1870
534,1283,57,2,39,1100,679
1,1287,767,9,2,1357,1826
70,1289,1383,239,150,1360,15
401,1291,1304,725,2,1396,167
429,1301,247,857,25,1397,1082
154,1303,699,599,45,1398,282
250,1304,1385,578,54,1399,45
634,1306,1386,199,30,1400,432
724,1356,694,747,51,1401,808
1722,1361,531,1,375,1402,1391
1,1363,196,872,154,1403,2073
104,1421,341,645,89,1404,110
107,1432,747,307,249,1405,209
190,1440,532,147,126,1406,1911
280,1458,639,422,193,54,424
1,1467,158,16,25,244,62
122,1470,687,723,94,261,1974
538,1479,221,737,47,310,443
751,1507,1388,2,11,339,1850
870,1508,1389,11,7,416,729
965,1540,1069,15,16,447,1550
360,1541,1024,776,62,452,1653
97,1542,672,570,1555,500,1356
82,1548,887,530,1362,589,573
1078,1,259,3,83,664,375
232,1,160,939,40,684,511
862,2,1006,761,42,735,4
339,78,1381,3,60,813,1455
369,2,46,8,88,830,472
1016,3,876,6,19,846,782
447,4,1071,7,75,847,37
173,431,1391,10,131,968,730
1157,1,1393,468,121,990,942
213,5,866,2,117,1009,1300
1170,1,1394,1,107,1061,1860
983,8,347,17,57,1092,1883
884,1,717,1321,106,1094,360
260,1,1396,66,70,1099,1877
743,1,1399,246,101,1138,1596
860,2,1400,1,97,1150,271
208,1,1403,1371,95,1233,1671
1397,2,1404,1909,27,1305,1992
1417,496,861,1597,85,1336,1552
885,693,1406,542,77,1378,199
426,688,1408,1835,76,1379,1117
1242,680,1410,199,1246,1380,1142
474,679,800,758,30,1381,1446
806,675,895,28,10,1382,1249
1493,531,1353,1706,847,1383,1882
1110,435,1107,838,12,1384,49
960,407,426,1409,43,1385,1845
218,406,303,10,568,1386,1609
972,405,414,140,1004,1387,676
1201,236,407,115,126,1388,1007
193,1,423,690,2,1389,1880
887,1,49,1341,43,1390,93
893,2,254,132,63,1391,604
667,4,330,1238,164,1392,768
1134,1,714,1858,60,1393,684
1537,1,447,1588,284,1394,260
315,6,540,27,196,12,1821
771,384,426,1071,163,40,225
1563,1,752,744,1870,115,529
1389,1,587,459,259,189,156
225,2,195,893,131,237,1450
1028,3,639,1,119,299,1111
1324,4,258,112,1059,308,1158
404,701,401,523,24,373,1971
1544,612,758,52,6,439,533
1522,547,222,1445,111,475,116
639,371,762,398,163,481,230
1025,5,239,377,10,491,437
300,1,768,426,256,499,25
1031,2,773,1184,175,553,154
507,3,532,2,297,590,1053
1344,690,392,627,295,593,1149
1276,601,323,6,71,610,157
1627,511,379,433,283,614,1981
243,473,777,358,1841,636,838
1541,2,782,153,148,663,1190
1161,1,163,572,134,734,552
612,2,787,901,1521,818,447
286,3,188,28,126,825,133
766,4,790,7,18,827,1481
1494,5,794,1981,50,828,1862
803,6,266,90,267,846,257
1738,7,232,14,266,882,837
970,710,718,105,115,912,1546
337,709,797,76,262,949,463
1662,707,803,238,396,952,21
405,706,469,37,5,1051,1223
77,705,806,261,1168,1093,1404
221,704,419,1322,290,1114,903
1667,702,811,1072,82,1284,1835
1158,680,126,117,136,1366,34
642,602,285,1425,970,1367,153
1739,601,670,895,343,1368,1841
1715,595,817,1340,277,1369,159
1740,548,820,11,182,1370,55
1542,537,226,1543,48,1371,118
1093,534,823,418,153,1372,1563
352,514,828,242,150,1373,711
943,512,284,4,204,1374,774
1052,508,829,1878,110,1375,256
1401,475,480,1879,1854,1376,336
244,474,430,1852,239,31,1572
40,461,200,940,2,116,1856
1042,460,535,1053,2,124,896
1550,452,491,577,56,526,460
307,440,887,1319,18,531,1332
1471,431,28,85,127,592,1654
1552,430,211,434,364,602,234
12,427,539,541,159,604,999
389,425,364,848,263,606,1166
560,424,203,803,167,611,826
1,423,574,1329,266,653,92
44,403,125,12,192,667,1134
75,395,999,219,93,677,302
126,384,696,64,227,768,55
220,376,1232,1423,469,779,1260
277,362,61,61,208,811,1003
338,359,406,380,130,820,1515
37,353,310,333,126,823,672
476,339,1022,81,135,824,1523
764,337,65,463,123,845,636
514,262,138,36,390,875,11
559,261,16,1886,14,889,1495
588,253,174,933,1293,926,493
255,168,323,142,104,1000,1608
1,162,184,1170,237,1086,1561
293,143,156,94,287,1097,1053
446,3,820,3,233,1099,2087
291,1,1242,1674,30,1218,1647
482,3,528,13,15,1226,307
70,4,12,63,159,1306,465
457,5,84,1408,214,1331,2164
637,613,140,149,135,1349,1927
610,936,1248,162,1413,1353,1357
791,1070,1064,170,1579,1354,2181
1,1265,35,1658,1055,1355,889
167,1471,303,9,83,1356,345
86,6,50,1255,358,1357,1082
117,477,1254,9,276,1358,471
114,716,1256,1824,1218,1359,209
103,714,809,95,230,1360,63
126,712,188,621,5,1361,277
104,711,228,221,291,1362,679
42,694,645,135,25,1363,18
222,608,1261,26,129,84,72
1281,590,79,5,74,132,984
231,563,770,1585,21,136,125
16,411,330,39,160,138,176
1346,402,774,441,174,143,594
1347,398,777,1199,172,177,87
144,397,166,8,968,192,512
594,396,24,15,410,209,1048
166,395,97,138,673,230,1
95,6,61,389,502,258,567
143,1,199,60,587,348,836
354,2,649,67,167,349,25
503,3,87,625,70,363,758
327,4,774,613,861,382,742
307,5,1380,612,125,386,412
84,6,135,128,134,390,648
382,7,81,4,43,400,636
347,8,264,1673,327,422,369
993,9,324,1058,134,430,545
549,10,838,137,183,457,84
672,11,784,962,186,513,929
972,1,462,794,110,561,54
1192,1,164,130,33,604,446
121,561,120,19,193,618,628
713,398,937,40,608,627,40
1478,1,44,1979,839,772,942
557,1,147,21,674,825,78
383,2,99,1502,949,846,838
389,3,119,35,56,910,839
687,1,9,864,314,911,961
963,1,174,1146,109,1008,351
1504,1,1392,26,235,1125,197
1505,1,260,137,204,1222,622
1113,1,110,963,349,1281,418
1515,555,1396,580,120,1339,884
1214,550,1399,109,95,1340,513
200,204,157,38,149,1341,438
230,1,1077,1657,89,1342,896
654,1,275,6,507,1343,110
1412,2,115,405,4,1344,146
1108,569,832,39,38,1345,1040
806,483,841,688,12,1346,1057
799,1240,1406,108,2,1347,1011
824,1244,154,116,135,76,931
930,492,88,127,57,257,921
595,3,33,1074,139,436,501
332,1,190,2,801,441,1242
1583,2,70,4,61,478,440
158,3,701,1,606,488,1042
542,4,1719,3,416,541,531
1217,5,248,5,30,560,38
1,6,1336,901,864,600,769
149,7,150,376,56,602,1220
197,8,495,1814,1063,612,194
821,9,136,28,1194,660,1211
161,10,158,1211,65,665,504
341,670,11,40,399,706,484
254,434,69,4,141,772,861
456,433,172,12,59,793,978
596,11,192,941,959,794,212
660,1376,210,1437,171,809,269
432,1377,184,1131,424,816,178
717,740,715,7,634,820,1195
281,681,165,77,15,840,1144
763,679,1103,533,523,841,711
266,678,117,386,693,842,957
765,677,124,1146,472,1007,544
708,676,357,13,459,1021,987
500,675,458,93,122,1037,889
868,674,1165,538,499,1068,1076
1055,673,1262,11,350,1081,171
391,672,1112,94,105,1090,234
1083,671,1270,924,91,1095,1369
1925,669,1376,911,21,1119,14
203,667,1379,6,213,1281,588
1,664,468,166,143,1283,1227
1,644,1326,202,10,1329,1282
180,618,245,1191,61,1330,1270
13,586,1181,2,131,1331,1498
39,497,1336,1550,86,1332,860
